User_ID,Topic,Sentiment,Comment_Time,cleaned_comment
1,Smartphone,Tích cực,2023-03-24 01:56:45,sản phẩm smartphone thực sự tốt so các thương hiệu khác
1,Smartphone,Trung tính,2023-02-27 01:48:38,smartphone ổn gì đặc biệt
1,Giày dép,Trung tính,2023-06-21 05:11:17,giày dép ổn gì đặc biệt
1,Smartphone,Tích cực,2023-05-01 09:38:24,sản phẩm smartphone thực sự tốt so các thương hiệu khác
1,Laptops,Tích cực,2023-06-15 13:27:09,thích sản phẩm laptops chất lượng tuyệt vời
1,Giày dép,Tiêu cực,2023-08-08 19:22:09,sản phẩm giày dép đạt kỳ vọng thất vọng
1,Smartphone,Tiêu cực,2023-10-13 08:32:18,sản phẩm smartphone đạt kỳ vọng thất vọng
1,Đồ điện tử,Trung tính,2023-08-11 13:02:28,đồ điện tử ổn gì đặc biệt
1,Đồ điện tử,Trung tính,2023-09-11 18:56:49,đồ điện tử ổn gì đặc biệt
1,Sách,Tích cực,2023-09-04 02:15:13,mình mua sách hài lòng
1,Smartphone,Tích cực,2023-12-21 21:18:40,thích sản phẩm smartphone chất lượng tuyệt vời
1,Sách,Tích cực,2023-04-15 03:08:19,sản phẩm sách thực sự tốt so các thương hiệu khác
1,Laptops,Trung tính,2023-11-15 04:45:28,laptops ổn gì đặc biệt
1,Giày dép,Tiêu cực,2023-12-30 12:46:12,bao giờ mua giày dép nữa
1,Sách,Tích cực,2023-03-09 01:08:09,dịch vụ hỗ trợ sau bán hàng sách quá kém
1,Laptops,Tiêu cực,2023-12-10 22:01:56,sản phẩm laptops đạt kỳ vọng thất vọng
1,Đồ điện tử,Tích cực,2023-09-03 00:49:14,sản phẩm đồ điện tử thực sự tốt so các thương hiệu khác
1,Đồ điện tử,Tích cực,2023-09-06 19:52:22,mình mua đồ điện tử hài lòng
2,Đồ điện tử,Tích cực,2023-05-09 08:55:00,thích sản phẩm đồ điện tử chất lượng tuyệt vời
2,Giày dép,Tích cực,2023-07-26 08:33:34,mình mua giày dép hài lòng
2,Đồ điện tử,Tiêu cực,2023-06-13 21:39:32,dịch vụ hỗ trợ sau bán hàng đồ điện tử quá kém
2,Đồ điện tử,Tiêu cực,2023-12-29 03:43:59,sản phẩm đồ điện tử đạt kỳ vọng thất vọng
2,Smartphone,Tiêu cực,2023-04-01 20:11:43,dịch vụ hỗ trợ sau bán hàng smartphone quá kém
2,Smartphone,Trung tính,2023-03-30 13:19:18,smartphone ổn gì đặc biệt
2,Giày dép,Tiêu cực,2023-10-05 18:39:27,sản phẩm giày dép đạt kỳ vọng thất vọng
2,Đồ điện tử,Trung tính,2023-11-02 08:37:18,đồ điện tử ổn gì đặc biệt
2,Giày dép,Tích cực,2023-09-01 11:26:35,mình mua giày dép hài lòng
2,Giày dép,Tiêu cực,2023-08-01 17:51:10,bao giờ mua giày dép nữa
2,Giày dép,Tiêu cực,2023-08-05 13:46:48,dịch vụ hỗ trợ sau bán hàng giày dép quá kém
2,Sách,Tiêu cực,2023-04-11 02:03:32,sản phẩm sách đạt kỳ vọng thất vọng
2,Laptops,Tích cực,2023-10-29 21:42:41,mình mua laptops hài lòng
2,Giày dép,Tiêu cực,2023-05-17 04:49:20,dịch vụ hỗ trợ sau bán hàng giày dép quá kém
2,Giày dép,Trung tính,2023-04-20 19:33:03,giày dép ổn gì đặc biệt
2,Laptops,Trung tính,2023-03-08 15:37:52,laptops ổn gì đặc biệt
2,Đồ điện tử,Tích cực,2023-11-10 12:28:08,thích sản phẩm đồ điện tử chất lượng tuyệt vời
2,Smartphone,Tiêu cực,2023-09-12 07:43:12,dịch vụ hỗ trợ sau bán hàng smartphone quá kém
2,Laptops,Tích cực,2023-03-11 00:06:59,sản phẩm laptops thực sự tốt so các thương hiệu khác
2,Smartphone,Tiêu cực,2023-03-14 12:05:22,dịch vụ hỗ trợ sau bán hàng smartphone quá kém
2,Laptops,Tiêu cực,2023-12-18 10:48:16,dịch vụ hỗ trợ sau bán hàng laptops quá kém
2,Laptops,Tiêu cực,2023-04-16 19:19:20,bao giờ mua laptops nữa
2,Laptops,Tiêu cực,2023-12-23 15:30:58,sản phẩm laptops đạt kỳ vọng thất vọng
2,Sách,Tích cực,2023-05-21 01:26:28,sản phẩm sách thực sự tốt so các thương hiệu khác
2,Smartphone,Tiêu cực,2023-09-23 23:30:00,bao giờ mua smartphone nữa
2,Laptops,Tiêu cực,2023-02-16 02:06:52,bao giờ mua laptops nữa
2,Laptops,Tích cực,2023-04-05 08:21:31,mình mua laptops hài lòng
2,Laptops,Tích cực,2023-05-14 08:45:55,thích sản phẩm laptops chất lượng tuyệt vời
2,Smartphone,Tích cực,2023-06-09 02:33:03,bao giờ mua smartphone nữa
2,Laptops,Tiêu cực,2023-01-26 05:09:40,sản phẩm laptops đạt kỳ vọng thất vọng
2,Giày dép,Tiêu cực,2023-12-07 22:42:54,bao giờ mua giày dép nữa
2,Laptops,Tích cực,2023-05-07 16:07:55,thích sản phẩm laptops chất lượng tuyệt vời
2,Laptops,Tiêu cực,2023-09-13 06:22:16,dịch vụ hỗ trợ sau bán hàng laptops quá kém
2,Laptops,Trung tính,2023-02-25 13:14:41,laptops ổn gì đặc biệt
2,Sách,Tiêu cực,2023-01-29 01:09:55,sản phẩm sách đạt kỳ vọng thất vọng
2,Đồ điện tử,Tích cực,2023-02-24 02:15:55,thích sản phẩm đồ điện tử chất lượng tuyệt vời
2,Sách,Tiêu cực,2023-06-07 11:52:37,sản phẩm sách đạt kỳ vọng thất vọng
2,Sách,Tích cực,2023-08-01 08:33:25,sản phẩm sách thực sự tốt so các thương hiệu khác
2,Đồ điện tử,Tiêu cực,2023-01-16 01:59:26,bao giờ mua đồ điện tử nữa
2,Đồ điện tử,Tích cực,2023-02-17 00:55:48,sản phẩm đồ điện tử thực sự tốt so các thương hiệu khác
2,Smartphone,Tiêu cực,2023-07-25 04:46:41,dịch vụ hỗ trợ sau bán hàng smartphone quá kém
2,Đồ điện tử,Tích cực,2023-07-16 08:33:58,mình mua đồ điện tử hài lòng
2,Smartphone,Tích cực,2023-08-25 13:15:54,thích sản phẩm smartphone chất lượng tuyệt vời
2,Sách,Tiêu cực,2023-12-16 14:23:41,sản phẩm sách đạt kỳ vọng thất vọng
2,Smartphone,Tích cực,2023-01-09 17:08:20,sản phẩm smartphone thực sự tốt so các thương hiệu khác
2,Giày dép,Tiêu cực,2023-04-10 17:50:45,sản phẩm giày dép đạt kỳ vọng thất vọng
2,Sách,Tiêu cực,2023-07-20 17:22:20,sản phẩm sách đạt kỳ vọng thất vọng
2,Sách,Tích cực,2023-11-17 05:17:50,thích sản phẩm sách chất lượng tuyệt vời
2,Đồ điện tử,Tiêu cực,2023-10-19 05:57:35,dịch vụ hỗ trợ sau bán hàng đồ điện tử quá kém
2,Laptops,Tích cực,2023-09-06 02:21:44,mình mua laptops hài lòng
3,Đồ điện tử,Tích cực,2023-11-16 16:03:21,mình mua đồ điện tử hài lòng
3,Đồ điện tử,Tích cực,2023-12-23 09:46:30,mình mua đồ điện tử hài lòng
3,Laptops,Tiêu cực,2023-04-25 21:18:59,bao giờ mua laptops nữa
3,Đồ điện tử,Tiêu cực,2023-08-18 00:42:18,dịch vụ hỗ trợ sau bán hàng đồ điện tử quá kém
3,Smartphone,Trung tính,2023-02-10 05:26:29,smartphone ổn gì đặc biệt
3,Sách,Tích cực,2023-03-05 18:14:16,mình mua sách hài lòng
3,Smartphone,Tiêu cực,2023-07-19 08:03:24,bao giờ mua smartphone nữa
3,Sách,Trung tính,2023-11-20 15:02:00,sách ổn gì đặc biệt
3,Giày dép,Trung tính,2023-09-10 09:37:37,giày dép ổn gì đặc biệt
3,Giày dép,Tiêu cực,2023-03-03 03:33:17,dịch vụ hỗ trợ sau bán hàng giày dép quá kém
3,Sách,Tiêu cực,2023-11-17 23:30:46,dịch vụ hỗ trợ sau bán hàng sách quá kém
3,Đồ điện tử,Tiêu cực,2023-03-13 02:50:25,dịch vụ hỗ trợ sau bán hàng đồ điện tử quá kém
3,Smartphone,Trung tính,2023-06-14 20:52:02,smartphone ổn gì đặc biệt
3,Smartphone,Tiêu cực,2023-05-26 16:37:59,dịch vụ hỗ trợ sau bán hàng smartphone quá kém
3,Smartphone,Tích cực,2023-05-05 01:31:30,sản phẩm smartphone thực sự tốt so các thương hiệu khác
3,Sách,Tiêu cực,2023-04-22 03:04:40,bao giờ mua sách nữa
3,Sách,Trung tính,2023-11-02 11:23:20,sách ổn gì đặc biệt
3,Laptops,Tiêu cực,2023-08-21 18:37:05,sản phẩm laptops đạt kỳ vọng thất vọng
3,Đồ điện tử,Tích cực,2023-09-25 09:28:35,sản phẩm đồ điện tử thực sự tốt so các thương hiệu khác
3,Laptops,Tích cực,2023-02-15 07:32:57,mình mua laptops hài lòng
3,Đồ điện tử,Tiêu cực,2023-08-24 16:43:05,bao giờ mua đồ điện tử nữa
3,Laptops,Tích cực,2023-05-03 04:32:56,sản phẩm laptops thực sự tốt so các thương hiệu khác
3,Sách,Tích cực,2023-11-02 13:49:43,sản phẩm sách thực sự tốt so các thương hiệu khác
3,Giày dép,Tích cực,2023-04-20 21:46:04,sản phẩm giày dép thực sự tốt so các thương hiệu khác
3,Laptops,Trung tính,2023-05-29 02:00:08,sản phẩm laptops thực sự tốt so các thương hiệu khác
3,Smartphone,Tích cực,2023-04-16 18:43:54,thích sản phẩm smartphone chất lượng tuyệt vời
3,Giày dép,Tích cực,2023-01-30 18:37:42,mình mua giày dép hài lòng
3,Smartphone,Tích cực,2023-07-13 02:03:26,sản phẩm smartphone thực sự tốt so các thương hiệu khác
3,Smartphone,Tích cực,2023-09-06 03:48:58,sản phẩm smartphone thực sự tốt so các thương hiệu khác
3,Sách,Tiêu cực,2023-10-11 04:45:17,sản phẩm sách đạt kỳ vọng thất vọng
3,Laptops,Tích cực,2023-03-28 14:44:16,sản phẩm laptops thực sự tốt so các thương hiệu khác
3,Sách,Trung tính,2023-03-26 06:36:47,sách ổn gì đặc biệt
3,Smartphone,Tiêu cực,2023-06-27 07:11:01,sản phẩm smartphone đạt kỳ vọng thất vọng
3,Smartphone,Tiêu cực,2023-10-12 11:56:06,sản phẩm smartphone đạt kỳ vọng thất vọng
3,Giày dép,Tiêu cực,2023-10-30 03:50:51,dịch vụ hỗ trợ sau bán hàng giày dép quá kém
3,Sách,Tiêu cực,2023-07-29 00:00:54,sản phẩm sách đạt kỳ vọng thất vọng
3,Smartphone,Tiêu cực,2023-11-07 01:26:23,bao giờ mua smartphone nữa
3,Sách,Tiêu cực,2023-08-22 19:19:32,sản phẩm sách đạt kỳ vọng thất vọng
3,Smartphone,Tiêu cực,2023-01-04 23:13:03,sản phẩm smartphone đạt kỳ vọng thất vọng
3,Laptops,Trung tính,2023-01-27 00:28:26,laptops ổn gì đặc biệt
3,Laptops,Tiêu cực,2023-05-22 17:45:19,sản phẩm laptops đạt kỳ vọng thất vọng
3,Sách,Tích cực,2023-11-25 15:53:08,sản phẩm sách thực sự tốt so các thương hiệu khác
3,Giày dép,Trung tính,2023-07-15 03:58:45,giày dép ổn gì đặc biệt
3,Đồ điện tử,Tích cực,2023-03-04 10:38:17,thích sản phẩm đồ điện tử chất lượng tuyệt vời
3,Sách,Tiêu cực,2023-11-11 16:12:58,bao giờ mua sách nữa
3,Sách,Tích cực,2023-07-14 08:19:44,mình mua sách hài lòng
3,Đồ điện tử,Tiêu cực,2023-03-07 01:39:32,sản phẩm đồ điện tử đạt kỳ vọng thất vọng
3,Sách,Trung tính,2023-12-28 18:25:16,sách ổn gì đặc biệt
3,Sách,Tích cực,2023-06-07 11:47:36,thích sản phẩm sách chất lượng tuyệt vời
3,Smartphone,Tích cực,2023-10-05 02:56:35,mình mua smartphone hài lòng
4,Giày dép,Tiêu cực,2023-02-06 00:30:08,sản phẩm giày dép đạt kỳ vọng thất vọng
4,Đồ điện tử,Tiêu cực,2023-08-06 07:23:27,sản phẩm đồ điện tử đạt kỳ vọng thất vọng
4,Giày dép,Tiêu cực,2023-04-06 03:12:18,sản phẩm giày dép đạt kỳ vọng thất vọng
4,Đồ điện tử,Tích cực,2023-01-28 11:42:05,thích sản phẩm đồ điện tử chất lượng tuyệt vời
4,Giày dép,Tiêu cực,2023-10-13 00:21:33,bao giờ mua giày dép nữa
4,Laptops,Trung tính,2023-12-09 06:11:51,laptops ổn gì đặc biệt
4,Giày dép,Tiêu cực,2023-11-07 05:13:40,sản phẩm giày dép đạt kỳ vọng thất vọng
4,Laptops,Tiêu cực,2023-06-29 09:41:55,dịch vụ hỗ trợ sau bán hàng laptops quá kém
4,Laptops,Trung tính,2023-07-20 18:48:19,mình mua laptops hài lòng
4,Smartphone,Tích cực,2023-11-11 03:34:32,sản phẩm smartphone thực sự tốt so các thương hiệu khác
4,Laptops,Tiêu cực,2023-02-02 15:01:28,dịch vụ hỗ trợ sau bán hàng laptops quá kém
4,Đồ điện tử,Tiêu cực,2023-07-10 06:17:11,sản phẩm đồ điện tử đạt kỳ vọng thất vọng
4,Laptops,Tiêu cực,2023-03-05 03:22:40,sản phẩm laptops đạt kỳ vọng thất vọng
4,Giày dép,Tiêu cực,2023-10-10 04:07:47,thích sản phẩm giày dép chất lượng tuyệt vời
4,Đồ điện tử,Tích cực,2023-01-12 05:26:17,mình mua đồ điện tử hài lòng
4,Sách,Tiêu cực,2023-03-20 20:02:26,dịch vụ hỗ trợ sau bán hàng sách quá kém
4,Smartphone,Tiêu cực,2023-06-06 10:20:11,bao giờ mua smartphone nữa
4,Giày dép,Tích cực,2023-06-14 01:17:32,mình mua giày dép hài lòng
4,Đồ điện tử,Tiêu cực,2023-02-27 23:28:33,sản phẩm đồ điện tử đạt kỳ vọng thất vọng
4,Sách,Tiêu cực,2023-12-18 11:29:39,thích sản phẩm sách chất lượng tuyệt vời
4,Giày dép,Tiêu cực,2023-01-23 14:13:02,bao giờ mua giày dép nữa
4,Giày dép,Tích cực,2023-11-28 15:25:50,thích sản phẩm giày dép chất lượng tuyệt vời
4,Giày dép,Trung tính,2023-11-22 04:04:08,giày dép ổn gì đặc biệt
4,Sách,Trung tính,2023-10-24 05:49:31,sách ổn gì đặc biệt
4,Smartphone,Tiêu cực,2023-05-24 21:36:43,sản phẩm smartphone đạt kỳ vọng thất vọng
4,Giày dép,Tiêu cực,2023-09-09 04:11:48,bao giờ mua giày dép nữa
4,Laptops,Tích cực,2023-06-04 00:49:25,thích sản phẩm laptops chất lượng tuyệt vời
4,Sách,Tiêu cực,2023-07-17 14:17:57,bao giờ mua sách nữa
4,Sách,Tích cực,2023-11-04 22:12:02,thích sản phẩm sách chất lượng tuyệt vời
4,Smartphone,Tiêu cực,2023-08-03 18:57:21,smartphone ổn gì đặc biệt
4,Smartphone,Tích cực,2023-06-19 02:38:26,thích sản phẩm smartphone chất lượng tuyệt vời
4,Sách,Tích cực,2023-06-12 08:59:55,sản phẩm sách thực sự tốt so các thương hiệu khác
4,Sách,Tiêu cực,2023-02-25 08:46:53,dịch vụ hỗ trợ sau bán hàng sách quá kém
4,Đồ điện tử,Tích cực,2023-04-25 11:13:03,mình mua đồ điện tử hài lòng
4,Sách,Tích cực,2023-09-08 06:47:28,thích sản phẩm sách chất lượng tuyệt vời
4,Laptops,Tích cực,2023-10-14 04:06:29,mình mua laptops hài lòng
4,Sách,Tiêu cực,2023-10-07 10:47:08,thích sản phẩm sách chất lượng tuyệt vời
4,Giày dép,Trung tính,2023-12-13 10:41:14,giày dép ổn gì đặc biệt
4,Sách,Tích cực,2023-01-27 07:09:28,thích sản phẩm sách chất lượng tuyệt vời
4,Laptops,Tích cực,2023-07-30 03:58:55,mình mua laptops hài lòng
4,Laptops,Tiêu cực,2023-12-24 04:28:07,dịch vụ hỗ trợ sau bán hàng laptops quá kém
4,Smartphone,Tiêu cực,2023-11-26 04:35:25,sản phẩm smartphone đạt kỳ vọng thất vọng
4,Đồ điện tử,Tích cực,2023-06-08 15:12:13,thích sản phẩm đồ điện tử chất lượng tuyệt vời
4,Laptops,Tích cực,2023-02-19 19:36:17,sản phẩm laptops thực sự tốt so các thương hiệu khác
4,Giày dép,Tiêu cực,2023-10-15 13:46:42,bao giờ mua giày dép nữa
4,Sách,Tiêu cực,2023-07-05 14:05:13,mình mua sách hài lòng
4,Sách,Tích cực,2023-09-03 11:06:37,sản phẩm sách thực sự tốt so các thương hiệu khác
4,Laptops,Trung tính,2023-11-09 20:14:50,laptops ổn gì đặc biệt
4,Sách,Tiêu cực,2023-12-22 16:39:19,sản phẩm sách đạt kỳ vọng thất vọng
4,Sách,Tiêu cực,2023-04-07 09:58:12,sản phẩm sách đạt kỳ vọng thất vọng
5,Sách,Tiêu cực,2023-04-15 11:45:26,sản phẩm sách đạt kỳ vọng thất vọng
5,Giày dép,Tiêu cực,2023-10-19 07:21:42,sản phẩm giày dép đạt kỳ vọng thất vọng
5,Laptops,Tích cực,2023-08-13 19:03:20,mình mua laptops hài lòng
5,Đồ điện tử,Tích cực,2023-02-04 03:45:21,sản phẩm đồ điện tử thực sự tốt so các thương hiệu khác
5,Đồ điện tử,Tích cực,2023-02-07 08:30:38,thích sản phẩm đồ điện tử chất lượng tuyệt vời
5,Giày dép,Tiêu cực,2023-07-10 03:22:55,bao giờ mua giày dép nữa
5,Sách,Tích cực,2023-12-16 06:50:40,mình mua sách hài lòng
5,Sách,Tích cực,2023-05-02 01:13:13,sản phẩm sách thực sự tốt so các thương hiệu khác
5,Laptops,Tích cực,2023-11-28 10:04:53,thích sản phẩm laptops chất lượng tuyệt vời
5,Giày dép,Tiêu cực,2023-06-28 23:39:40,bao giờ mua giày dép nữa
5,Sách,Tích cực,2023-09-06 17:15:24,thích sản phẩm sách chất lượng tuyệt vời
5,Laptops,Tiêu cực,2023-06-07 03:47:59,sản phẩm laptops đạt kỳ vọng thất vọng
5,Smartphone,Tiêu cực,2023-09-22 16:23:57,sản phẩm smartphone đạt kỳ vọng thất vọng
5,Smartphone,Tích cực,2023-08-28 08:41:50,thích sản phẩm smartphone chất lượng tuyệt vời
5,Laptops,Tích cực,2023-11-02 00:29:53,sản phẩm laptops thực sự tốt so các thương hiệu khác
5,Giày dép,Tích cực,2023-11-14 11:48:01,mình mua giày dép hài lòng
5,Giày dép,Tích cực,2023-07-07 18:19:52,sản phẩm giày dép thực sự tốt so các thương hiệu khác
5,Sách,Tiêu cực,2023-03-02 15:22:03,dịch vụ hỗ trợ sau bán hàng sách quá kém
5,Đồ điện tử,Trung tính,2023-08-01 04:07:38,đồ điện tử ổn gì đặc biệt
5,Sách,Trung tính,2023-11-23 18:06:03,sách ổn gì đặc biệt
5,Giày dép,Tích cực,2023-01-30 22:12:10,thích sản phẩm giày dép chất lượng tuyệt vời
5,Laptops,Tích cực,2023-04-30 08:27:16,thích sản phẩm laptops chất lượng tuyệt vời
5,Giày dép,Tích cực,2023-02-09 18:36:17,dịch vụ hỗ trợ sau bán hàng giày dép quá kém
5,Smartphone,Tích cực,2023-10-10 22:23:49,thích sản phẩm smartphone chất lượng tuyệt vời
5,Sách,Tiêu cực,2023-11-08 14:27:11,sản phẩm sách đạt kỳ vọng thất vọng
5,Sách,Tích cực,2023-06-18 09:15:11,sản phẩm sách thực sự tốt so các thương hiệu khác
5,Smartphone,Trung tính,2023-04-21 14:31:56,smartphone ổn gì đặc biệt
5,Laptops,Tiêu cực,2023-06-22 06:15:32,bao giờ mua laptops nữa
5,Sách,Tiêu cực,2023-05-24 15:26:59,sản phẩm sách thực sự tốt so các thương hiệu khác
5,Sách,Trung tính,2023-10-07 00:10:06,sách ổn gì đặc biệt
5,Laptops,Tiêu cực,2023-09-07 06:14:34,bao giờ mua laptops nữa
5,Laptops,Tiêu cực,2023-05-26 15:16:19,sản phẩm laptops đạt kỳ vọng thất vọng
5,Giày dép,Tích cực,2023-04-23 09:57:08,sản phẩm giày dép thực sự tốt so các thương hiệu khác
5,Giày dép,Tích cực,2023-09-21 20:02:48,sản phẩm giày dép thực sự tốt so các thương hiệu khác
5,Đồ điện tử,Tiêu cực,2023-06-21 15:30:21,dịch vụ hỗ trợ sau bán hàng đồ điện tử quá kém
5,Giày dép,Tích cực,2023-01-18 23:02:22,thích sản phẩm giày dép chất lượng tuyệt vời
5,Sách,Tích cực,2023-11-25 12:19:18,sản phẩm sách thực sự tốt so các thương hiệu khác
5,Sách,Tích cực,2023-06-06 19:55:08,thích sản phẩm sách chất lượng tuyệt vời
5,Giày dép,Tích cực,2023-10-03 02:48:39,mình mua giày dép hài lòng
5,Sách,Tích cực,2023-11-24 02:43:29,sản phẩm sách đạt kỳ vọng thất vọng
5,Sách,Tiêu cực,2023-12-11 20:11:18,sản phẩm sách đạt kỳ vọng thất vọng
5,Sách,Trung tính,2023-11-01 22:13:31,sách ổn gì đặc biệt
5,Đồ điện tử,Tích cực,2023-02-16 06:37:57,sản phẩm đồ điện tử thực sự tốt so các thương hiệu khác
5,Sách,Tiêu cực,2023-01-28 12:45:34,dịch vụ hỗ trợ sau bán hàng sách quá kém
5,Laptops,Trung tính,2023-04-28 11:05:28,laptops ổn gì đặc biệt
5,Sách,Tích cực,2023-12-12 05:45:37,thích sản phẩm sách chất lượng tuyệt vời
5,Smartphone,Tích cực,2023-07-29 19:09:43,mình mua smartphone hài lòng
5,Đồ điện tử,Tích cực,2023-09-25 02:05:06,sản phẩm đồ điện tử thực sự tốt so các thương hiệu khác
5,Laptops,Trung tính,2023-09-25 03:16:30,laptops ổn gì đặc biệt
5,Đồ điện tử,Tiêu cực,2023-11-05 03:39:57,bao giờ mua đồ điện tử nữa
6,Smartphone,Tích cực,2023-11-03 00:54:20,thích sản phẩm smartphone chất lượng tuyệt vời
6,Sách,Tích cực,2023-05-25 04:41:27,thích sản phẩm sách chất lượng tuyệt vời
6,Giày dép,Tích cực,2023-07-19 05:16:28,thích sản phẩm giày dép chất lượng tuyệt vời
6,Laptops,Tích cực,2023-04-10 19:13:45,mình mua laptops hài lòng
6,Laptops,Tích cực,2023-03-23 17:51:12,thích sản phẩm laptops chất lượng tuyệt vời
6,Smartphone,Tiêu cực,2023-02-20 18:22:49,dịch vụ hỗ trợ sau bán hàng smartphone quá kém
6,Laptops,Tiêu cực,2023-10-21 15:12:18,sản phẩm laptops đạt kỳ vọng thất vọng
6,Sách,Tiêu cực,2023-08-09 16:18:31,dịch vụ hỗ trợ sau bán hàng sách quá kém
6,Giày dép,Trung tính,2023-09-04 02:47:17,giày dép ổn gì đặc biệt
6,Giày dép,Tiêu cực,2023-05-30 17:16:39,bao giờ mua giày dép nữa
6,Laptops,Trung tính,2023-02-05 07:57:54,sản phẩm laptops thực sự tốt so các thương hiệu khác
6,Sách,Tiêu cực,2023-09-11 13:46:23,sản phẩm sách đạt kỳ vọng thất vọng
6,Giày dép,Tiêu cực,2023-09-22 10:58:51,bao giờ mua giày dép nữa
6,Đồ điện tử,Tiêu cực,2023-04-05 20:59:07,sản phẩm đồ điện tử thực sự tốt so các thương hiệu khác
6,Giày dép,Tích cực,2023-05-15 09:31:14,mình mua giày dép hài lòng
6,Sách,Tích cực,2023-07-02 23:49:33,sách ổn gì đặc biệt
6,Giày dép,Tích cực,2023-09-20 16:43:10,thích sản phẩm giày dép chất lượng tuyệt vời
6,Giày dép,Tích cực,2023-04-28 00:15:18,mình mua giày dép hài lòng
6,Laptops,Trung tính,2023-05-20 16:32:19,laptops ổn gì đặc biệt
6,Đồ điện tử,Trung tính,2023-08-08 14:34:46,đồ điện tử ổn gì đặc biệt
6,Giày dép,Tiêu cực,2023-10-13 10:00:40,bao giờ mua giày dép nữa
6,Giày dép,Tích cực,2023-06-25 11:26:21,thích sản phẩm giày dép chất lượng tuyệt vời
6,Sách,Tiêu cực,2023-08-12 08:01:59,dịch vụ hỗ trợ sau bán hàng sách quá kém
6,Đồ điện tử,Tích cực,2023-12-25 12:08:39,mình mua đồ điện tử hài lòng
6,Đồ điện tử,Tiêu cực,2023-02-24 15:09:03,bao giờ mua đồ điện tử nữa
6,Sách,Trung tính,2023-04-23 09:33:01,sách ổn gì đặc biệt
6,Đồ điện tử,Tích cực,2023-03-16 14:08:01,sản phẩm đồ điện tử thực sự tốt so các thương hiệu khác
6,Đồ điện tử,Tích cực,2023-11-08 11:43:21,sản phẩm đồ điện tử thực sự tốt so các thương hiệu khác
6,Giày dép,Trung tính,2023-10-12 21:34:03,giày dép ổn gì đặc biệt
6,Smartphone,Tiêu cực,2023-05-08 21:28:50,bao giờ mua smartphone nữa
