User_ID,Topic,Comment,Sentiment,Comment_Time
1,Đồ điện tử,"Đồ điện tử ổn, nhưng không có gì đặc biệt.",Trung tính,2023-08-11 13:02:28
1,Đồ điện tử,"Đồ điện tử ổn, nhưng không có gì đặc biệt.",Trung tính,2023-09-11 18:56:49
1,Sách,Mình đã mua Sách và rất hài lòng.,Tích cực,2023-09-04 02:15:13
1,Smartphone,"Tôi rất thích sản phẩm Smartphone, chất lượng tuyệt vời!",Tích cực,2023-12-21 21:18:40
1,Sách,Sản phẩm Sách này thực sự tốt hơn so với các thương hiệu khác.,Tích cực,2023-04-15 03:08:19
1,Laptops,"Laptops ổn, nhưng không có gì đặc biệt.",Trung tính,2023-11-15 04:45:28
1,Giày dép,Sẽ không bao giờ mua Giày dép nữa.,Tiêu cực,2023-12-30 12:46:12
1,Sách,Dịch vụ hỗ trợ sau bán hàng của Sách quá kém!,Tích cực,2023-03-09 01:08:09
1,Laptops,"Sản phẩm Laptops không đạt kỳ vọng, rất thất vọng.",Tiêu cực,2023-12-10 22:01:56
1,Đồ điện tử,Sản phẩm Đồ điện tử này thực sự tốt hơn so với các thương hiệu khác.,Tích cực,2023-09-03 00:49:14
1,Đồ điện tử,Mình đã mua Đồ điện tử và rất hài lòng.,Tích cực,2023-09-06 19:52:22
2,Đồ điện tử,"Tôi rất thích sản phẩm Đồ điện tử, chất lượng tuyệt vời!",Tích cực,2023-05-09 08:55:00
2,Giày dép,Mình đã mua Giày dép và rất hài lòng.,Tích cực,2023-07-26 08:33:34
2,Đồ điện tử,Dịch vụ hỗ trợ sau bán hàng của Đồ điện tử quá kém!,Tiêu cực,2023-06-13 21:39:32
2,Đồ điện tử,"Sản phẩm Đồ điện tử không đạt kỳ vọng, rất thất vọng.",Tiêu cực,2023-12-29 03:43:59
2,Smartphone,Dịch vụ hỗ trợ sau bán hàng của Smartphone quá kém!,Tiêu cực,2023-04-01 20:11:43
2,Smartphone,"Smartphone ổn, nhưng không có gì đặc biệt.",Trung tính,2023-03-30 13:19:18
2,Giày dép,"Sản phẩm Giày dép không đạt kỳ vọng, rất thất vọng.",Tiêu cực,2023-10-05 18:39:27
2,Đồ điện tử,"Đồ điện tử ổn, nhưng không có gì đặc biệt.",Trung tính,2023-11-02 08:37:18
2,Giày dép,Mình đã mua Giày dép và rất hài lòng.,Tích cực,2023-09-01 11:26:35
2,Giày dép,Sẽ không bao giờ mua Giày dép nữa.,Tiêu cực,2023-08-01 17:51:10
2,Giày dép,Dịch vụ hỗ trợ sau bán hàng của Giày dép quá kém!,Tiêu cực,2023-08-05 13:46:48
2,Sách,"Sản phẩm Sách không đạt kỳ vọng, rất thất vọng.",Tiêu cực,2023-04-11 02:03:32
2,Laptops,Mình đã mua Laptops và rất hài lòng.,Tích cực,2023-10-29 21:42:41
2,Giày dép,Dịch vụ hỗ trợ sau bán hàng của Giày dép quá kém!,Tiêu cực,2023-05-17 04:49:20
2,Giày dép,"Giày dép ổn, nhưng không có gì đặc biệt.",Trung tính,2023-04-20 19:33:03
2,Laptops,"Laptops ổn, nhưng không có gì đặc biệt.",Trung tính,2023-03-08 15:37:52
2,Đồ điện tử,"Tôi rất thích sản phẩm Đồ điện tử, chất lượng tuyệt vời!",Tích cực,2023-11-10 12:28:08
2,Smartphone,Dịch vụ hỗ trợ sau bán hàng của Smartphone quá kém!,Tiêu cực,2023-09-12 07:43:12
2,Laptops,Sản phẩm Laptops này thực sự tốt hơn so với các thương hiệu khác.,Tích cực,2023-03-11 00:06:59
2,Smartphone,Dịch vụ hỗ trợ sau bán hàng của Smartphone quá kém!,Tiêu cực,2023-03-14 12:05:22
2,Laptops,Dịch vụ hỗ trợ sau bán hàng của Laptops quá kém!,Tiêu cực,2023-12-18 10:48:16
2,Laptops,Sẽ không bao giờ mua Laptops nữa.,Tiêu cực,2023-04-16 19:19:20
2,Laptops,"Sản phẩm Laptops không đạt kỳ vọng, rất thất vọng.",Tiêu cực,2023-12-23 15:30:58
2,Sách,Sản phẩm Sách này thực sự tốt hơn so với các thương hiệu khác.,Tích cực,2023-05-21 01:26:28
2,Smartphone,Sẽ không bao giờ mua Smartphone nữa.,Tiêu cực,2023-09-23 23:30:00
2,Laptops,Sẽ không bao giờ mua Laptops nữa.,Tiêu cực,2023-02-16 02:06:52
2,Laptops,Mình đã mua Laptops và rất hài lòng.,Tích cực,2023-04-05 08:21:31
2,Laptops,"Tôi rất thích sản phẩm Laptops, chất lượng tuyệt vời!",Tích cực,2023-05-14 08:45:55
2,Smartphone,Sẽ không bao giờ mua Smartphone nữa.,Tích cực,2023-06-09 02:33:03
2,Laptops,"Sản phẩm Laptops không đạt kỳ vọng, rất thất vọng.",Tiêu cực,2023-01-26 05:09:40
2,Giày dép,Sẽ không bao giờ mua Giày dép nữa.,Tiêu cực,2023-12-07 22:42:54
2,Laptops,"Tôi rất thích sản phẩm Laptops, chất lượng tuyệt vời!",Tích cực,2023-05-07 16:07:55
2,Laptops,Dịch vụ hỗ trợ sau bán hàng của Laptops quá kém!,Tiêu cực,2023-09-13 06:22:16
2,Laptops,"Laptops ổn, nhưng không có gì đặc biệt.",Trung tính,2023-02-25 13:14:41
2,Sách,"Sản phẩm Sách không đạt kỳ vọng, rất thất vọng.",Tiêu cực,2023-01-29 01:09:55
2,Đồ điện tử,"Tôi rất thích sản phẩm Đồ điện tử, chất lượng tuyệt vời!",Tích cực,2023-02-24 02:15:55
2,Sách,"Sản phẩm Sách không đạt kỳ vọng, rất thất vọng.",Tiêu cực,2023-06-07 11:52:37
2,Sách,Sản phẩm Sách này thực sự tốt hơn so với các thương hiệu khác.,Tích cực,2023-08-01 08:33:25
2,Đồ điện tử,Sẽ không bao giờ mua Đồ điện tử nữa.,Tiêu cực,2023-01-16 01:59:26
2,Đồ điện tử,Sản phẩm Đồ điện tử này thực sự tốt hơn so với các thương hiệu khác.,Tích cực,2023-02-17 00:55:48
2,Smartphone,Dịch vụ hỗ trợ sau bán hàng của Smartphone quá kém!,Tiêu cực,2023-07-25 04:46:41
2,Đồ điện tử,Mình đã mua Đồ điện tử và rất hài lòng.,Tích cực,2023-07-16 08:33:58
2,Smartphone,"Tôi rất thích sản phẩm Smartphone, chất lượng tuyệt vời!",Tích cực,2023-08-25 13:15:54
2,Sách,"Sản phẩm Sách không đạt kỳ vọng, rất thất vọng.",Tiêu cực,2023-12-16 14:23:41
2,Smartphone,Sản phẩm Smartphone này thực sự tốt hơn so với các thương hiệu khác.,Tích cực,2023-01-09 17:08:20
2,Giày dép,"Sản phẩm Giày dép không đạt kỳ vọng, rất thất vọng.",Tiêu cực,2023-04-10 17:50:45
2,Sách,"Sản phẩm Sách không đạt kỳ vọng, rất thất vọng.",Tiêu cực,2023-07-20 17:22:20
2,Sách,"Tôi rất thích sản phẩm Sách, chất lượng tuyệt vời!",Tích cực,2023-11-17 05:17:50
2,Đồ điện tử,Dịch vụ hỗ trợ sau bán hàng của Đồ điện tử quá kém!,Tiêu cực,2023-10-19 05:57:35
2,Laptops,Mình đã mua Laptops và rất hài lòng.,Tích cực,2023-09-06 02:21:44
3,Đồ điện tử,Mình đã mua Đồ điện tử và rất hài lòng.,Tích cực,2023-11-16 16:03:21
3,Đồ điện tử,Mình đã mua Đồ điện tử và rất hài lòng.,Tích cực,2023-12-23 09:46:30
3,Laptops,Sẽ không bao giờ mua Laptops nữa.,Tiêu cực,2023-04-25 21:18:59
3,Đồ điện tử,Dịch vụ hỗ trợ sau bán hàng của Đồ điện tử quá kém!,Tiêu cực,2023-08-18 00:42:18
3,Smartphone,"Smartphone ổn, nhưng không có gì đặc biệt.",Trung tính,2023-02-10 05:26:29
3,Sách,Mình đã mua Sách và rất hài lòng.,Tích cực,2023-03-05 18:14:16
3,Smartphone,Sẽ không bao giờ mua Smartphone nữa.,Tiêu cực,2023-07-19 08:03:24
3,Sách,"Sách ổn, nhưng không có gì đặc biệt.",Trung tính,2023-11-20 15:02:00
3,Giày dép,"Giày dép ổn, nhưng không có gì đặc biệt.",Trung tính,2023-09-10 09:37:37
3,Giày dép,Dịch vụ hỗ trợ sau bán hàng của Giày dép quá kém!,Tiêu cực,2023-03-03 03:33:17
3,Sách,Dịch vụ hỗ trợ sau bán hàng của Sách quá kém!,Tiêu cực,2023-11-17 23:30:46
3,Đồ điện tử,Dịch vụ hỗ trợ sau bán hàng của Đồ điện tử quá kém!,Tiêu cực,2023-03-13 02:50:25
3,Smartphone,"Smartphone ổn, nhưng không có gì đặc biệt.",Trung tính,2023-06-14 20:52:02
3,Smartphone,Dịch vụ hỗ trợ sau bán hàng của Smartphone quá kém!,Tiêu cực,2023-05-26 16:37:59
3,Smartphone,Sản phẩm Smartphone này thực sự tốt hơn so với các thương hiệu khác.,Tích cực,2023-05-05 01:31:30
3,Sách,Sẽ không bao giờ mua Sách nữa.,Tiêu cực,2023-04-22 03:04:40
3,Sách,"Sách ổn, nhưng không có gì đặc biệt.",Trung tính,2023-11-02 11:23:20
3,Laptops,"Sản phẩm Laptops không đạt kỳ vọng, rất thất vọng.",Tiêu cực,2023-08-21 18:37:05
3,Đồ điện tử,Sản phẩm Đồ điện tử này thực sự tốt hơn so với các thương hiệu khác.,Tích cực,2023-09-25 09:28:35
3,Laptops,Mình đã mua Laptops và rất hài lòng.,Tích cực,2023-02-15 07:32:57
3,Đồ điện tử,Sẽ không bao giờ mua Đồ điện tử nữa.,Tiêu cực,2023-08-24 16:43:05
3,Laptops,Sản phẩm Laptops này thực sự tốt hơn so với các thương hiệu khác.,Tích cực,2023-05-03 04:32:56
3,Sách,Sản phẩm Sách này thực sự tốt hơn so với các thương hiệu khác.,Tích cực,2023-11-02 13:49:43
3,Giày dép,Sản phẩm Giày dép này thực sự tốt hơn so với các thương hiệu khác.,Tích cực,2023-04-20 21:46:04
3,Laptops,Sản phẩm Laptops này thực sự tốt hơn so với các thương hiệu khác.,Trung tính,2023-05-29 02:00:08
3,Smartphone,"Tôi rất thích sản phẩm Smartphone, chất lượng tuyệt vời!",Tích cực,2023-04-16 18:43:54
3,Giày dép,Mình đã mua Giày dép và rất hài lòng.,Tích cực,2023-01-30 18:37:42
3,Smartphone,Sản phẩm Smartphone này thực sự tốt hơn so với các thương hiệu khác.,Tích cực,2023-07-13 02:03:26
3,Smartphone,Sản phẩm Smartphone này thực sự tốt hơn so với các thương hiệu khác.,Tích cực,2023-09-06 03:48:58
3,Sách,"Sản phẩm Sách không đạt kỳ vọng, rất thất vọng.",Tiêu cực,2023-10-11 04:45:17
3,Laptops,Sản phẩm Laptops này thực sự tốt hơn so với các thương hiệu khác.,Tích cực,2023-03-28 14:44:16
3,Sách,"Sách ổn, nhưng không có gì đặc biệt.",Trung tính,2023-03-26 06:36:47
3,Smartphone,"Sản phẩm Smartphone không đạt kỳ vọng, rất thất vọng.",Tiêu cực,2023-06-27 07:11:01
3,Smartphone,"Sản phẩm Smartphone không đạt kỳ vọng, rất thất vọng.",Tiêu cực,2023-10-12 11:56:06
3,Giày dép,Dịch vụ hỗ trợ sau bán hàng của Giày dép quá kém!,Tiêu cực,2023-10-30 03:50:51
3,Sách,"Sản phẩm Sách không đạt kỳ vọng, rất thất vọng.",Tiêu cực,2023-07-29 00:00:54
3,Smartphone,Sẽ không bao giờ mua Smartphone nữa.,Tiêu cực,2023-11-07 01:26:23
3,Sách,"Sản phẩm Sách không đạt kỳ vọng, rất thất vọng.",Tiêu cực,2023-08-22 19:19:32
3,Smartphone,"Sản phẩm Smartphone không đạt kỳ vọng, rất thất vọng.",Tiêu cực,2023-01-04 23:13:03
3,Laptops,"Laptops ổn, nhưng không có gì đặc biệt.",Trung tính,2023-01-27 00:28:26
3,Laptops,"Sản phẩm Laptops không đạt kỳ vọng, rất thất vọng.",Tiêu cực,2023-05-22 17:45:19
3,Sách,Sản phẩm Sách này thực sự tốt hơn so với các thương hiệu khác.,Tích cực,2023-11-25 15:53:08
3,Giày dép,"Giày dép ổn, nhưng không có gì đặc biệt.",Trung tính,2023-07-15 03:58:45
3,Đồ điện tử,"Tôi rất thích sản phẩm Đồ điện tử, chất lượng tuyệt vời!",Tích cực,2023-03-04 10:38:17
3,Sách,Sẽ không bao giờ mua Sách nữa.,Tiêu cực,2023-11-11 16:12:58
3,Sách,Mình đã mua Sách và rất hài lòng.,Tích cực,2023-07-14 08:19:44
3,Đồ điện tử,"Sản phẩm Đồ điện tử không đạt kỳ vọng, rất thất vọng.",Tiêu cực,2023-03-07 01:39:32
3,Sách,"Sách ổn, nhưng không có gì đặc biệt.",Trung tính,2023-12-28 18:25:16
3,Sách,"Tôi rất thích sản phẩm Sách, chất lượng tuyệt vời!",Tích cực,2023-06-07 11:47:36
3,Smartphone,Mình đã mua Smartphone và rất hài lòng.,Tích cực,2023-10-05 02:56:35
4,Giày dép,"Sản phẩm Giày dép không đạt kỳ vọng, rất thất vọng.",Tiêu cực,2023-02-06 00:30:08
4,Đồ điện tử,"Sản phẩm Đồ điện tử không đạt kỳ vọng, rất thất vọng.",Tiêu cực,2023-08-06 07:23:27
4,Giày dép,"Sản phẩm Giày dép không đạt kỳ vọng, rất thất vọng.",Tiêu cực,2023-04-06 03:12:18
4,Đồ điện tử,"Tôi rất thích sản phẩm Đồ điện tử, chất lượng tuyệt vời!",Tích cực,2023-01-28 11:42:05
4,Giày dép,Sẽ không bao giờ mua Giày dép nữa.,Tiêu cực,2023-10-13 00:21:33
4,Laptops,"Laptops ổn, nhưng không có gì đặc biệt.",Trung tính,2023-12-09 06:11:51
4,Giày dép,"Sản phẩm Giày dép không đạt kỳ vọng, rất thất vọng.",Tiêu cực,2023-11-07 05:13:40
4,Laptops,Dịch vụ hỗ trợ sau bán hàng của Laptops quá kém!,Tiêu cực,2023-06-29 09:41:55
4,Laptops,Mình đã mua Laptops và rất hài lòng.,Trung tính,2023-07-20 18:48:19
4,Smartphone,Sản phẩm Smartphone này thực sự tốt hơn so với các thương hiệu khác.,Tích cực,2023-11-11 03:34:32
4,Laptops,Dịch vụ hỗ trợ sau bán hàng của Laptops quá kém!,Tiêu cực,2023-02-02 15:01:28
4,Đồ điện tử,"Sản phẩm Đồ điện tử không đạt kỳ vọng, rất thất vọng.",Tiêu cực,2023-07-10 06:17:11
4,Laptops,"Sản phẩm Laptops không đạt kỳ vọng, rất thất vọng.",Tiêu cực,2023-03-05 03:22:40
4,Giày dép,"Tôi rất thích sản phẩm Giày dép, chất lượng tuyệt vời!",Tiêu cực,2023-10-10 04:07:47
4,Đồ điện tử,Mình đã mua Đồ điện tử và rất hài lòng.,Tích cực,2023-01-12 05:26:17
4,Sách,Dịch vụ hỗ trợ sau bán hàng của Sách quá kém!,Tiêu cực,2023-03-20 20:02:26
4,Smartphone,Sẽ không bao giờ mua Smartphone nữa.,Tiêu cực,2023-06-06 10:20:11
4,Giày dép,Mình đã mua Giày dép và rất hài lòng.,Tích cực,2023-06-14 01:17:32
4,Đồ điện tử,"Sản phẩm Đồ điện tử không đạt kỳ vọng, rất thất vọng.",Tiêu cực,2023-02-27 23:28:33
4,Sách,"Tôi rất thích sản phẩm Sách, chất lượng tuyệt vời!",Tiêu cực,2023-12-18 11:29:39
4,Giày dép,Sẽ không bao giờ mua Giày dép nữa.,Tiêu cực,2023-01-23 14:13:02
4,Giày dép,"Tôi rất thích sản phẩm Giày dép, chất lượng tuyệt vời!",Tích cực,2023-11-28 15:25:50
4,Giày dép,"Giày dép ổn, nhưng không có gì đặc biệt.",Trung tính,2023-11-22 04:04:08
4,Sách,"Sách ổn, nhưng không có gì đặc biệt.",Trung tính,2023-10-24 05:49:31
4,Smartphone,"Sản phẩm Smartphone không đạt kỳ vọng, rất thất vọng.",Tiêu cực,2023-05-24 21:36:43
4,Giày dép,Sẽ không bao giờ mua Giày dép nữa.,Tiêu cực,2023-09-09 04:11:48
4,Laptops,"Tôi rất thích sản phẩm Laptops, chất lượng tuyệt vời!",Tích cực,2023-06-04 00:49:25
4,Sách,Sẽ không bao giờ mua Sách nữa.,Tiêu cực,2023-07-17 14:17:57
4,Sách,"Tôi rất thích sản phẩm Sách, chất lượng tuyệt vời!",Tích cực,2023-11-04 22:12:02
4,Smartphone,"Smartphone ổn, nhưng không có gì đặc biệt.",Tiêu cực,2023-08-03 18:57:21
4,Smartphone,"Tôi rất thích sản phẩm Smartphone, chất lượng tuyệt vời!",Tích cực,2023-06-19 02:38:26
4,Sách,Sản phẩm Sách này thực sự tốt hơn so với các thương hiệu khác.,Tích cực,2023-06-12 08:59:55
4,Sách,Dịch vụ hỗ trợ sau bán hàng của Sách quá kém!,Tiêu cực,2023-02-25 08:46:53
4,Đồ điện tử,Mình đã mua Đồ điện tử và rất hài lòng.,Tích cực,2023-04-25 11:13:03
4,Sách,"Tôi rất thích sản phẩm Sách, chất lượng tuyệt vời!",Tích cực,2023-09-08 06:47:28
4,Laptops,Mình đã mua Laptops và rất hài lòng.,Tích cực,2023-10-14 04:06:29
4,Sách,"Tôi rất thích sản phẩm Sách, chất lượng tuyệt vời!",Tiêu cực,2023-10-07 10:47:08
4,Giày dép,"Giày dép ổn, nhưng không có gì đặc biệt.",Trung tính,2023-12-13 10:41:14
4,Sách,"Tôi rất thích sản phẩm Sách, chất lượng tuyệt vời!",Tích cực,2023-01-27 07:09:28
4,Laptops,Mình đã mua Laptops và rất hài lòng.,Tích cực,2023-07-30 03:58:55
4,Laptops,Dịch vụ hỗ trợ sau bán hàng của Laptops quá kém!,Tiêu cực,2023-12-24 04:28:07
4,Smartphone,"Sản phẩm Smartphone không đạt kỳ vọng, rất thất vọng.",Tiêu cực,2023-11-26 04:35:25
4,Đồ điện tử,"Tôi rất thích sản phẩm Đồ điện tử, chất lượng tuyệt vời!",Tích cực,2023-06-08 15:12:13
4,Laptops,Sản phẩm Laptops này thực sự tốt hơn so với các thương hiệu khác.,Tích cực,2023-02-19 19:36:17
4,Giày dép,Sẽ không bao giờ mua Giày dép nữa.,Tiêu cực,2023-10-15 13:46:42
4,Sách,Mình đã mua Sách và rất hài lòng.,Tiêu cực,2023-07-05 14:05:13
4,Sách,Sản phẩm Sách này thực sự tốt hơn so với các thương hiệu khác.,Tích cực,2023-09-03 11:06:37
4,Laptops,"Laptops ổn, nhưng không có gì đặc biệt.",Trung tính,2023-11-09 20:14:50
4,Sách,"Sản phẩm Sách không đạt kỳ vọng, rất thất vọng.",Tiêu cực,2023-12-22 16:39:19
4,Sách,"Sản phẩm Sách không đạt kỳ vọng, rất thất vọng.",Tiêu cực,2023-04-07 09:58:12
5,Sách,"Sản phẩm Sách không đạt kỳ vọng, rất thất vọng.",Tiêu cực,2023-04-15 11:45:26
5,Giày dép,"Sản phẩm Giày dép không đạt kỳ vọng, rất thất vọng.",Tiêu cực,2023-10-19 07:21:42
5,Laptops,Mình đã mua Laptops và rất hài lòng.,Tích cực,2023-08-13 19:03:20
5,Đồ điện tử,Sản phẩm Đồ điện tử này thực sự tốt hơn so với các thương hiệu khác.,Tích cực,2023-02-04 03:45:21
5,Đồ điện tử,"Tôi rất thích sản phẩm Đồ điện tử, chất lượng tuyệt vời!",Tích cực,2023-02-07 08:30:38
5,Giày dép,Sẽ không bao giờ mua Giày dép nữa.,Tiêu cực,2023-07-10 03:22:55
5,Sách,Mình đã mua Sách và rất hài lòng.,Tích cực,2023-12-16 06:50:40
5,Sách,Sản phẩm Sách này thực sự tốt hơn so với các thương hiệu khác.,Tích cực,2023-05-02 01:13:13
5,Laptops,"Tôi rất thích sản phẩm Laptops, chất lượng tuyệt vời!",Tích cực,2023-11-28 10:04:53
5,Giày dép,Sẽ không bao giờ mua Giày dép nữa.,Tiêu cực,2023-06-28 23:39:40
5,Sách,"Tôi rất thích sản phẩm Sách, chất lượng tuyệt vời!",Tích cực,2023-09-06 17:15:24
5,Laptops,"Sản phẩm Laptops không đạt kỳ vọng, rất thất vọng.",Tiêu cực,2023-06-07 03:47:59
5,Smartphone,"Sản phẩm Smartphone không đạt kỳ vọng, rất thất vọng.",Tiêu cực,2023-09-22 16:23:57
5,Smartphone,"Tôi rất thích sản phẩm Smartphone, chất lượng tuyệt vời!",Tích cực,2023-08-28 08:41:50
5,Laptops,Sản phẩm Laptops này thực sự tốt hơn so với các thương hiệu khác.,Tích cực,2023-11-02 00:29:53
5,Giày dép,Mình đã mua Giày dép và rất hài lòng.,Tích cực,2023-11-14 11:48:01
5,Giày dép,Sản phẩm Giày dép này thực sự tốt hơn so với các thương hiệu khác.,Tích cực,2023-07-07 18:19:52
5,Sách,Dịch vụ hỗ trợ sau bán hàng của Sách quá kém!,Tiêu cực,2023-03-02 15:22:03
5,Đồ điện tử,"Đồ điện tử ổn, nhưng không có gì đặc biệt.",Trung tính,2023-08-01 04:07:38
5,Sách,"Sách ổn, nhưng không có gì đặc biệt.",Trung tính,2023-11-23 18:06:03
5,Giày dép,"Tôi rất thích sản phẩm Giày dép, chất lượng tuyệt vời!",Tích cực,2023-01-30 22:12:10
5,Laptops,"Tôi rất thích sản phẩm Laptops, chất lượng tuyệt vời!",Tích cực,2023-04-30 08:27:16
5,Giày dép,Dịch vụ hỗ trợ sau bán hàng của Giày dép quá kém!,Tích cực,2023-02-09 18:36:17
5,Smartphone,"Tôi rất thích sản phẩm Smartphone, chất lượng tuyệt vời!",Tích cực,2023-10-10 22:23:49
5,Sách,"Sản phẩm Sách không đạt kỳ vọng, rất thất vọng.",Tiêu cực,2023-11-08 14:27:11
5,Sách,Sản phẩm Sách này thực sự tốt hơn so với các thương hiệu khác.,Tích cực,2023-06-18 09:15:11
5,Smartphone,"Smartphone ổn, nhưng không có gì đặc biệt.",Trung tính,2023-04-21 14:31:56
5,Laptops,Sẽ không bao giờ mua Laptops nữa.,Tiêu cực,2023-06-22 06:15:32
5,Sách,Sản phẩm Sách này thực sự tốt hơn so với các thương hiệu khác.,Tiêu cực,2023-05-24 15:26:59
5,Sách,"Sách ổn, nhưng không có gì đặc biệt.",Trung tính,2023-10-07 00:10:06
5,Laptops,Sẽ không bao giờ mua Laptops nữa.,Tiêu cực,2023-09-07 06:14:34
5,Laptops,"Sản phẩm Laptops không đạt kỳ vọng, rất thất vọng.",Tiêu cực,2023-05-26 15:16:19
5,Giày dép,Sản phẩm Giày dép này thực sự tốt hơn so với các thương hiệu khác.,Tích cực,2023-04-23 09:57:08
5,Giày dép,Sản phẩm Giày dép này thực sự tốt hơn so với các thương hiệu khác.,Tích cực,2023-09-21 20:02:48
5,Đồ điện tử,Dịch vụ hỗ trợ sau bán hàng của Đồ điện tử quá kém!,Tiêu cực,2023-06-21 15:30:21
5,Giày dép,"Tôi rất thích sản phẩm Giày dép, chất lượng tuyệt vời!",Tích cực,2023-01-18 23:02:22
5,Sách,Sản phẩm Sách này thực sự tốt hơn so với các thương hiệu khác.,Tích cực,2023-11-25 12:19:18
5,Sách,"Tôi rất thích sản phẩm Sách, chất lượng tuyệt vời!",Tích cực,2023-06-06 19:55:08
5,Giày dép,Mình đã mua Giày dép và rất hài lòng.,Tích cực,2023-10-03 02:48:39
5,Sách,"Sản phẩm Sách không đạt kỳ vọng, rất thất vọng.",Tích cực,2023-11-24 02:43:29
